iter	RMSE
180	0.04112837988
181	0.04100031624
182	0.04074731272
183	0.04036578296
184	0.04011550483
185	0.03981977222
186	0.03947204227
187	0.03914097256
188	0.03878490838
189	0.03844805411
190	0.03817559214
191	0.03785499742
192	0.03757191513
193	0.03737819277
194	0.03710220331
195	0.03678842671
196	0.03648773491
197	0.03619810969
198	0.03584349689
199	0.03558444255
200	0.03541865769
201	0.03508255827
202	0.03480259915
203	0.03452101541
204	0.03417936114
205	0.03392209812
206	0.0336247589
207	0.03329946623
208	0.03300321354
209	0.03270058311
210	0.03236881422
211	0.03204432276
212	0.0317935561
213	0.03150583929
214	0.03127135342
215	0.03099575834
216	0.03078461575
217	0.03049088726
218	0.03025414317
219	0.02995648207
220	0.02975390481
221	0.02947419332
222	0.02923820244
223	0.02888160983
224	0.02855602853
225	0.02829167819
226	0.0280566737
227	0.02780813034
228	0.02758586711
229	0.02731870359
230	0.02704835582
231	0.02678929653
232	0.0265021222
233	0.02622055063
234	0.02594778948
235	0.02576402882
236	0.02551593268
237	0.02527993885
238	0.02508715245
239	0.02485044684
240	0.02456555365
241	0.02431449523
242	0.02408569796
243	0.02384902108
244	0.02360397958
245	0.02339115528
246	0.02314805275
247	0.02296592961
248	0.02272159083
249	0.02247675523
250	0.0222623384
251	0.02204982318
252	0.0218444479
253	0.02164612927
254	0.02144938084
255	0.0212567407
256	0.0210152645
257	0.02081055413
258	0.02065859983
259	0.02041805181
260	0.02020041103
261	0.02005235582
262	0.0198911789
263	0.0196583479
264	0.01947427652
265	0.01926157652
266	0.01905554203
267	0.01887811843
268	0.0187033783
269	0.01849062889
270	0.01828461685
271	0.01810622709
272	0.01797549033
273	0.01782876931
274	0.01767171189
275	0.01744995491
276	0.01726671847
277	0.01710430738
278	0.01695012777
279	0.01677946645
280	0.01661691075
281	0.01641476121
282	0.01625886105
283	0.01609189234
284	0.01594982992
285	0.01584287666
286	0.01566497969
287	0.01550080608
288	0.01536609307
289	0.01526628483
290	0.01513549135
291	0.01496596207
292	0.01478187951
293	0.01466457342
294	0.01449854283
295	0.01439067721
296	0.01426135791
297	0.01415488309
298	0.01401945451
299	0.0139338206
300	0.01377003412
301	0.01361318204
302	0.01351521505
303	0.01336454813
304	0.01325268183
305	0.01314417551
306	0.01300230088
307	0.01285384783
308	0.01273527483
309	0.01260034426
310	0.01246341934
311	0.01237341311
312	0.01223816134
313	0.01212366871
314	0.01200532297
315	0.01189680624
316	0.01176663987
317	0.01163472169
318	0.01152111313
319	0.01143665473
320	0.01134968588
321	0.0112406792
322	0.01114680168
323	0.01103526778
324	0.0109229118
325	0.01082997351
326	0.01073419837
327	0.01062604797
328	0.01053555016
329	0.01042922549
330	0.01032185276
331	0.01019406911
332	0.01011170657
333	0.01003049739
334	0.009920166985
335	0.009815377634
336	0.009713930772
337	0.009600713387
338	0.009499641624
339	0.009435072629
340	0.009340418846
341	0.0092450204
342	0.009156453124
343	0.00906104222
344	0.008999705857
345	0.008921796336
346	0.008831383375
347	0.008745685952
348	0.00868987604
349	0.008619299497
350	0.008555320623
351	0.008494301902
352	0.008390087676
353	0.008328893146
354	0.008259393026
355	0.008171184071
356	0.008077957034
357	0.008025654879
358	0.007952319202
359	0.007870685864
360	0.00782720579
361	0.007737074817
362	0.00765873497
363	0.007596733225
364	0.007508638665
365	0.007452043783
366	0.007386485164
367	0.007307455245
368	0.007232489521
369	0.007166813041
370	0.007085489176
371	0.007040753784
372	0.006962993842
373	0.006882068826
374	0.006823003672
375	0.006760617
376	0.006685624974
377	0.006625164477
378	0.006538569554
379	0.006498110904
380	0.006443257983
381	0.006397261349
382	0.006332299112
383	0.006270183577
384	0.006206523736
385	0.006148561772
386	0.006093546683
387	0.006030826304
388	0.005985852923
389	0.005957158902
390	0.005909013048
391	0.005855873444
392	0.005820899398
393	0.005754782088
394	0.005700562091
395	0.00566172464
396	0.005607626272
397	0.00554458762
398	0.005493462948
399	0.005459223675
400	0.005400252582
401	0.005359447356
402	0.005318952408
403	0.005262068991
404	0.005228664669
405	0.005189850657
406	0.00515992536
407	0.005122125049
408	0.005075642419
409	0.005038863648
410	0.004989100671
411	0.004943141842
412	0.004898899823
413	0.00485176034
414	0.004798738663
415	0.004752894952
416	0.004716276651
417	0.004680252278
418	0.004641964913
419	0.004613709631
420	0.0045800721
421	0.004530917542
422	0.004493921703
423	0.004459398306
424	0.004416453027
425	0.004370400067
426	0.004319401082
427	0.004287888512
428	0.004234348408
429	0.004210064626
430	0.004170267111
431	0.004128462384
432	0.004089027179
433	0.004047974123
434	0.004017441771
435	0.003990901161
436	0.003951578723
437	0.003913612737
438	0.003891539443
439	0.003848497012
440	0.003818579581
441	0.003779627967
442	0.003747953214
443	0.003719607859
444	0.003683093804
445	0.003655949273
446	0.003619397746
447	0.003589211611
448	0.003569091349
449	0.003536432108
450	0.003507362862
451	0.003479946906
452	0.003445592742
453	0.003414235243
454	0.003392584879
455	0.003363988862
456	0.003334294772
457	0.003301109472
458	0.003268305688
459	0.003239968876
460	0.003204925763
461	0.003181119844
462	0.003158379121
463	0.003127356025
464	0.003104589894
465	0.003086297223
466	0.003059297672
467	0.003024176207
468	0.003003581158
469	0.002979978015
470	0.002945779347
471	0.002915483428
472	0.002887382235
473	0.002862517252
474	0.002831269764
475	0.00280366861
476	0.002775302199
477	0.00275327778
478	0.002723240948
479	0.002706168138
480	0.002684958234
481	0.002656066489
482	0.002636335685
483	0.002623316315
484	0.002608632377
485	0.002580264625
486	0.002556094328
487	0.002537186891
488	0.002519422884
489	0.002501906579
490	0.002480878887
491	0.002455759924
492	0.002428663909
493	0.002407631721
494	0.002392671288
495	0.002373886397
496	0.002354036299
497	0.002328509762
498	0.002306413713
499	0.002282641621
500	0.002266190101
501	0.002239885257
502	0.00222284527
503	0.002198626742
504	0.002176748119
505	0.002155513421
506	0.002139224685
507	0.002122270414
508	0.002103833755
509	0.002080585312
510	0.0020547734
511	0.0020438843
512	0.002021271218
513	0.001999740568
514	0.00198737982
515	0.001967604879
516	0.001947539955
517	0.001938289264
518	0.001930331981
519	0.001921079682
520	0.001901309243
521	0.001884285936
522	0.001874912547
523	0.0018555745
524	0.001837764618
525	0.001825824228
526	0.001812904432
527	0.001794286748
528	0.001774329487
529	0.001758271509
530	0.001741225985
531	0.00172539804
532	0.001717265414
533	0.001700009591
534	0.001684214047
535	0.001666942712
536	0.001653986659
537	0.001638998475
538	0.001622687132
539	0.001615562485
540	0.001601163093
541	0.00158334122
542	0.001568239952
543	0.001556594628
544	0.001541952511
545	0.001528733732
546	0.001519573448
547	0.001503805275
548	0.001487682318
549	0.001471880119
550	0.001453392558
551	0.001439071651
552	0.001425442562
553	0.00141091806
554	0.001399392996
555	0.001385623835
556	0.001378529169
557	0.001365630415
558	0.001357606894
559	0.001343168771
560	0.001329043986
561	0.001319634468
562	0.001307980384
563	0.001296397765
564	0.001280963629
565	0.001268580222
566	0.001255938941
567	0.001248011649
568	0.001236376335
569	0.001228909648
570	0.001215813146
571	0.001207052839
572	0.001193520546
573	0.001183840498
574	0.001173922729
575	0.001165914949
576	0.001155910495
577	0.001147909834
578	0.001138236408
579	0.001128998862
580	0.001118041687
581	0.001106807923
582	0.001095661015
583	0.001085130952
584	0.001074742935
585	0.001063250972
586	0.001051954319
587	0.001043392637
588	0.001033915887
589	0.001024518479
590	0.001016149794
591	0.001006916426
592	0.0009988499518
593	0.0009903144667
594	0.0009856551646
595	0.0009754721976
596	0.0009651388863
597	0.0009563539286
598	0.0009471466491
599	0.0009390807203
600	0.0009299112311
601	0.0009205375505
602	0.0009126692114
603	0.0009078846237
604	0.0009009017922
605	0.0008954535315
606	0.0008895093095
607	0.0008820167627
608	0.0008777309066
609	0.0008694704794
610	0.0008608399577
611	0.0008540388143
612	0.0008450299697
613	0.0008386125373
614	0.0008289532731
615	0.0008209945362
616	0.0008169840264
617	0.0008109067378
618	0.0008060778567
619	0.0007986940694
620	0.0007898630942
621	0.000784005331
622	0.0007753800282
623	0.0007697489096
624	0.0007632896779
625	0.0007538870598
626	0.0007472051019
627	0.000740168818
628	0.0007330135704
629	0.0007268967997
630	0.0007233736513
631	0.0007161678568
632	0.0007099665213
633	0.0007031122813
634	0.000698178874
635	0.000690860017
636	0.0006852050967
637	0.0006791339145
638	0.0006730993519
639	0.0006681316737
640	0.0006613255666
641	0.0006569453157
642	0.0006514349748
643	0.0006452550552
644	0.0006392003116
645	0.0006346823558
646	0.0006285495181
647	0.0006235714489
648	0.0006175756507
649	0.0006109854683
650	0.0006057823606
651	0.0005988082293
652	0.0005927541674
653	0.0005867646806
654	0.0005827042821
655	0.0005770420945
656	0.0005717095257
657	0.0005674613224
658	0.0005615228541
659	0.0005564370713
660	0.0005519779283
661	0.0005476131392
662	0.0005415918986
663	0.0005389208598
664	0.0005339301781
665	0.0005291614054
666	0.0005241656784
667	0.0005210255577
668	0.0005160755917
669	0.0005131162297
670	0.0005089981013
671	0.0005034310165
672	0.0005006229532
673	0.0004971370086
674	0.0004919314644
675	0.0004865202446
676	0.0004819718889
677	0.0004771996483
678	0.0004732631782
679	0.0004686883966
680	0.0004644096054
681	0.0004597414874
682	0.00045540645
683	0.0004513526
684	0.000447614544
685	0.000444735909
686	0.0004408633632
687	0.0004365135062
688	0.0004332078571
689	0.000429349706
690	0.0004257718493
691	0.0004220762533
692	0.0004180624128
693	0.0004143380461
694	0.000410051773
695	0.0004066458005
696	0.0004026999927
697	0.0003988381184
698	0.0003965860138
699	0.000392637682
700	0.0003887287364
701	0.000385559758
702	0.0003835834921
703	0.0003802437763
704	0.0003765786352
705	0.0003726806516
706	0.0003694637923
707	0.0003664021709
708	0.0003629537221
709	0.0003589013412
710	0.0003565367064
711	0.000353569902
712	0.0003499331871
713	0.0003485942021
714	0.0003460235496
715	0.0003440429674
716	0.0003402673719
717	0.0003377750025
718	0.0003364190232
719	0.0003331971861
720	0.0003308466836
721	0.0003278380256
722	0.0003238309359
723	0.0003206831358
724	0.0003176911515
725	0.0003142576601
726	0.00031242187
727	0.0003100225241
728	0.0003080624553
729	0.0003048421335
730	0.0003021816713
731	0.0002994107303
732	0.0002961679349
733	0.0002931743224
734	0.0002901518141
735	0.0002887432965
736	0.0002870940152
737	0.0002847078248
738	0.0002819657374
739	0.0002793041976
740	0.0002769315131
741	0.0002747975537
742	0.0002726554583
743	0.0002694785135
744	0.0002686157844
745	0.0002663683053
746	0.0002641413602
747	0.0002622802543
748	0.0002600569198
749	0.0002573417997
750	0.0002551820094
751	0.0002531927339
752	0.0002510565229
753	0.00024883155
754	0.0002463830044
755	0.0002444966991
756	0.0002433128852
757	0.000241017959
758	0.0002391918327
759	0.0002371767332
760	0.0002358533524
761	0.0002343741782
762	0.0002321462797
763	0.0002307045508
764	0.0002288322001
765	0.0002271334495
766	0.0002252467902
767	0.0002229260974
768	0.0002216769817
769	0.0002195616112
770	0.0002174593366
771	0.0002155188342
772	0.0002139558511
773	0.000212219957
774	0.0002102926984
775	0.0002084409477
776	0.0002066537758
777	0.0002053850382
778	0.0002036313827
779	0.0002018229998
780	0.0002010684647
781	0.0001988551961
782	0.0001973408177
783	0.000196117496
784	0.0001947528775
785	0.0001931946838
786	0.0001915858773
787	0.0001896648451
788	0.0001875972317
789	0.0001857264023
790	0.0001840917675
791	0.000182373679
792	0.0001805099487
793	0.0001791142782
794	0.0001774962447
795	0.0001764823813
796	0.0001754932978
797	0.000174203546
798	0.0001725973603
799	0.0001707510693
800	0.0001689316299
801	0.0001676605351
802	0.0001660733746
803	0.0001648866606
804	0.0001637195935
805	0.0001628818876
